article;author;ressort;release_date;comments;recensions;length
61160;9207;3;20140710;79;1592;12692
61161;6375;7;20140710;1671;694;6623
61162;8307;34;20140710;1325;1902;5888
61163;763;67;20140710;277;1559;5390
61164;3366;59;20140710;310;1969;3721
61165;4839;59;20140710;1330;630;1050
61166;1384;59;20140710;23;327;2528
61167;5152;59;20140710;1942;1386;5527
61168;5152;59;20140710;193;909;2891
61169;5152;59;20140710;1703;1088;3217
61170;5152;59;20140710;394;1982;2390
61171;9360;59;20140710;864;418;2385
61172;6288;59;20140710;1326;1419;2347
61173;8876;65;20140710;478;732;1353
61174;1658;65;20140710;1300;1230;2598
61175;8875;65;20140710;1484;1910;1754
61176;8873;59;20140710;127;1796;2036
61177;1722;1;20140717;183;1159;8005
61178;1683;1;20140717;1787;651;14084
61179;9462;7;20140717;661;1687;13425
61180;1311;1;20140717;1852;1834;10832
61181;9463;3;20140717;740;1154;8858
61182;8226;1;20140717;1799;966;1737
61183;7595;7;20140717;35;1047;7764
61184;4955;1;20140717;508;1735;11306
61185;1121;1;20140717;1009;1425;4857
61186;5877;1;20140717;1918;1036;4420
61187;1722;1;20140717;1565;1432;3364
61188;39;1;20140717;649;1598;2331
61189;9464;1;20140717;316;1173;5489
61190;5134;1;20140717;1605;356;1388
61191;5478;7;20140717;213;99;30408
61192;7485;5;20140717;1322;1690;9127
61193;9465;52;20140717;826;1947;15552
61194;1306;34;20140717;357;829;7791
61195;5663;3;20140717;1057;445;26062
61196;2058;3;20140717;1293;765;8992
61197;48;3;20140717;1111;1823;23552
61198;1357;3;20140717;787;1883;2079
61199;4487;3;20140717;1796;564;11164
61200;8705;3;20140717;1331;299;9281
61201;8401;3;20140717;1709;887;3367
61202;9466;3;20140717;1139;335;3877
61203;9467;3;20140717;1095;579;3166
61204;9468;6;20140717;1807;789;14222
61205;2477;3;20140717;1151;85;2355
61206;966;3;20140717;773;1479;3997
61207;127;5;20140717;480;631;2832
61208;9469;5;20140717;1551;637;14296
61209;9470;20;20140717;655;697;11471
61210;9471;5;20140717;369;1852;14424
61211;361;5;20140717;1923;987;1752
61212;6978;5;20140717;1951;1326;3468
61213;9472;5;20140717;1583;1211;423
61214;249;6;20140717;1153;1385;41772
61215;8148;6;20140717;1751;174;6775
61216;3271;6;20140717;868;317;7284
61217;4988;6;20140717;1474;1629;11400
61218;5164;34;20140717;264;646;16760
61219;1388;6;20140717;938;1590;2677
61220;1306;4;20140717;359;1687;1991
61221;411;4;20140717;224;145;3025
61222;7775;6;20140717;1729;1004;4619
61223;5877;12;20140717;819;1094;4670
61224;2;4;20140717;155;1996;6941
61225;7800;6;20140717;84;1519;5701
61226;628;4;20140717;434;1731;8604
61227;1336;4;20140717;1759;970;9388
61228;2967;4;20140717;678;31;1805
61229;5266;6;20140717;1081;196;6126
61230;1039;4;20140717;669;42;2775
61231;1384;12;20140717;185;791;3517
61232;1385;7;20140717;646;1176;31752
61233;9445;3;20140717;1368;25;15047
61234;745;5;20140717;811;1634;7120
61235;1214;20;20140717;770;1502;8085
61236;5275;1;20140717;558;1070;11143
61237;9238;67;20140717;680;454;8779
61238;3962;5;20140717;369;1745;2689
61239;3771;67;20140717;784;925;5124
61240;9207;67;20140717;1709;896;2611
61241;9238;67;20140717;1867;369;2049
61242;3366;59;20140717;185;1939;3701
61243;4839;59;20140717;527;291;1180
61244;5134;59;20140717;1557;474;2457
61245;6288;59;20140717;1498;1855;25908
61246;7136;59;20140717;517;417;3142
61247;8664;66;20140717;1819;1881;39907
61248;5152;59;20140717;468;962;2303
61249;8939;59;20140717;1898;1443;2558
61250;6288;59;20140717;995;1730;1923
61251;8876;65;20140717;1824;1512;668
61252;3747;65;20140717;888;1154;2461
61253;8875;65;20140717;773;541;1758
61254;5820;59;20140717;108;581;4790
61255;8873;59;20140717;684;1657;1528
61256;30;3;20140724;212;1369;12625
61257;9480;1;20140724;280;1212;20483
61258;9481;7;20140724;256;1839;9409
61259;6266;1;20140724;513;1991;8306
61260;268;3;20140724;1205;1004;11635
61261;1722;1;20140724;635;47;3283
61262;9482;46;20140724;1292;1201;5384
61263;39;1;20140724;102;1392;2314
61264;1114;1;20140724;232;334;5124
61265;1357;1;20140724;1314;114;5262
61266;9483;1;20140724;637;1255;22367
61267;1;1;20140724;908;1661;6260
61268;6001;1;20140724;252;1507;4451
61269;5134;1;20140724;1411;1694;1245
61270;9484;3;20140724;1306;187;36874
61271;9485;5;20140724;1490;119;9106
61272;8609;6;20140724;399;1231;15231
61273;3370;52;20140724;326;949;1380
61274;4968;52;20140724;780;625;1089
61275;9487;35;20140724;1761;1004;7422
61276;941;35;20140724;99;29;6707
61277;9488;3;20140724;1717;1528;9526
61278;9489;36;20140724;1960;1516;7883
61279;2058;3;20140724;68;1719;8127
61280;9490;34;20140724;414;1548;13385
61281;19;3;20140724;762;624;13010
61282;1357;3;20140724;1695;1003;2049
61283;3419;3;20140724;643;600;7549
61284;6258;3;20140724;458;1417;6502
61285;9164;3;20140724;1373;940;14303
61286;8457;3;20140724;598;758;9486
61287;2548;3;20140724;885;730;2074
61288;2548;3;20140724;1817;1697;3049
61289;5860;3;20140724;482;633;6456
61290;1845;3;20140724;1450;1396;5024
61291;8235;5;20140724;1922;1914;11904
61292;8235;5;20140724;92;1665;4113
61293;9491;5;20140724;790;1326;12728
61294;9492;3;20140724;1590;1046;962
61295;361;5;20140724;1566;464;2288
61296;1037;5;20140724;394;1155;2803
61297;927;5;20140724;1243;543;2467
61298;9493;5;20140724;1393;272;4924
61299;628;6;20140724;1087;440;2764
61300;9494;6;20140724;1554;420;15015
61301;9495;12;20140724;1676;1187;10089
61302;5820;7;20140724;1946;591;3325
61303;1570;6;20140724;1889;1203;8185
61304;628;6;20140724;854;312;10329
61305;989;6;20140724;323;1827;6082
61306;4962;6;20140724;1766;1093;5729
61307;742;59;20140806;60;1206;3659
61308;1306;4;20140724;893;1688;13002
61309;9496;4;20140724;514;1605;8142
61310;8947;6;20140724;356;585;5227
61311;395;6;20140724;1570;1381;4042
61312;6037;6;20140724;1130;1479;2156
61313;1585;4;20140724;1947;1948;3023
61314;742;6;20140724;1889;158;7232
61315;9497;6;20140724;1752;1004;9334
61316;8059;4;20140724;1837;10;2155
61317;9218;4;20140724;1552;112;9489
61318;1039;4;20140724;1470;680;2635
61319;9498;58;20140724;559;95;3822
61320;6791;58;20140724;577;721;9814
61321;9499;61;20140724;1249;589;10529
61322;2187;20;20140724;1033;729;11296
61323;7067;36;20140724;441;28;7108
61324;9325;29;20140724;1535;1123;4738
61325;9501;7;20140724;475;1709;7482
61326;3962;67;20140724;317;1876;2810
61327;9503;67;20140724;860;1718;17337
61328;9174;67;20140724;1418;909;1897
61329;7386;67;20140724;972;1865;2120
61330;3366;59;20140724;286;1387;3660
61331;4839;59;20140724;1425;378;1064
61332;5800;59;20140724;1131;299;2662
61333;6423;59;20140724;1886;399;3114
61334;2018;6;20140724;1064;1761;24272
61335;5152;59;20140724;430;1475;2315
61336;1482;59;20140724;1450;423;2462
61337;6288;59;20140724;1839;123;2104
61338;8875;65;20140724;1754;392;1847
61339;8876;65;20140724;496;78;1199
61340;1658;65;20140724;613;1927;2574
61341;6876;59;20140724;3;1450;4770
61342;2553;66;20140724;629;1735;2859
61343;8873;59;20140724;1001;69;2063
61344;1114;1;20140731;1243;176;7935
61345;1850;7;20140731;1732;1384;8185
61346;1;3;20140731;588;236;12472
61347;9506;1;20140731;1423;1380;9522
61348;9098;3;20140731;1493;288;5266
61349;6113;1;20140731;1809;561;5430
61350;1372;1;20140731;592;1204;5342
61351;4;1;20140731;790;1576;4932
61352;4808;1;20140731;1746;1287;13008
61353;7884;1;20140731;887;405;10607
61354;9509;1;20140731;93;242;6008
61355;4955;1;20140731;1436;1265;4148
61356;1722;1;20140731;792;1990;3233
61357;5134;1;20140731;1524;807;1252
61358;39;1;20140731;654;1204;2425
61359;12;1;20140731;1325;1134;35389
61360;549;5;20140731;458;433;16061
61361;9510;5;20140731;10;1477;10846
61362;3192;35;20140731;896;1219;11651
61363;1357;3;20140731;1816;1810;2105
61364;5860;7;20140731;892;1790;10997
61365;7824;46;20140731;1738;320;9129
61366;9511;3;20140731;432;1549;8186
61367;6113;1;20140731;1858;1383;4703
61368;9467;3;20140731;1550;1681;3385
61369;9512;3;20140731;1664;1529;3857
61370;8401;3;20140731;90;1577;3288
61371;7336;36;20140731;1376;340;10524
61372;6258;3;20140731;571;49;23274
61373;5366;3;20140731;64;465;7358
61374;5092;3;20140731;686;618;1912
61375;9086;36;20140731;867;1976;9388
61376;9513;6;20140731;337;1845;5290
61377;9514;5;20140731;1128;1372;950
61378;361;5;20140731;193;1021;1893
61379;987;48;20140731;1627;1828;5857
61380;927;5;20140731;548;475;3444
61381;6977;67;20140731;922;1435;18291
61382;6037;6;20140731;25;1600;9807
61383;9049;3;20140731;424;624;3372
61384;6793;6;20140731;1721;1804;5127
61385;2671;6;20140731;444;390;3173
61386;9517;5;20140731;955;424;10983
61387;5780;6;20140731;379;395;7556
61388;248;7;20140731;1843;320;9876
61389;989;6;20140731;1828;470;6438
61390;4256;6;20140731;727;214;9286
61391;1219;6;20140731;536;1431;4167
61392;8863;7;20140731;1506;1361;4379
61393;1772;6;20140731;1167;186;7793
61394;628;6;20140731;1945;496;6440
61395;6037;6;20140731;1623;1254;2966
61396;248;5;20140731;416;1219;2148
61397;1388;6;20140731;1753;395;3023
61398;1830;12;20140731;737;1727;1506
61399;8017;6;20140731;49;1708;2112
61400;9259;6;20140731;1125;193;8276
61401;6091;6;20140731;1560;598;5954
61402;1039;67;20140731;971;962;2470
61403;7798;4;20140731;1723;1633;3675
61404;9518;7;20140731;1024;1021;5594
61405;1385;7;20140731;383;1992;8117
61406;8698;7;20140731;1114;1080;8278
61407;7508;7;20140731;1420;27;11082
61408;8130;36;20140731;837;1321;8585
61409;2273;7;20140731;1167;429;13540
61410;7074;8;20140731;1179;1167;6263
61411;9519;67;20140731;1957;672;7191
61412;3962;67;20140731;909;916;2875
61413;7386;12;20140731;27;1931;5106
61414;9238;5;20140731;406;1635;4915
61415;7032;12;20140731;279;829;11679
61416;9521;67;20140731;1734;303;12741
61417;3366;59;20140731;713;1406;3566
61418;4839;59;20140731;892;1064;1061
61419;5877;59;20140731;339;1257;2669
61420;9522;12;20140731;723;1687;17985
61421;7200;11;20140731;1164;321;4830
61422;4988;59;20140731;857;1651;2367
61423;7136;59;20140731;1189;849;2958
61424;5152;59;20140731;330;1780;2276
61425;6288;59;20140731;1510;1443;2190
61426;3747;65;20140731;608;1063;2440
61427;8876;65;20140731;834;345;434
61428;8875;65;20140731;1333;712;1816
61429;8874;65;20140731;477;1453;6738
61430;5820;59;20140731;1245;1939;4819
61431;6392;1;20140809;111;1519;8901
61432;9511;1;20140808;571;684;8093
61433;2058;3;20140807;167;922;4498
61434;9523;5;20140821;1312;672;5404
61435;1722;1;20140821;774;671;5559
61436;6258;1;20140821;428;575;5323
61437;8572;1;20140821;200;1291;7581
61438;1114;1;20140826;1417;1603;13474
61439;227;1;20140821;1734;1263;5997
61440;1121;1;20150324;1179;918;10293
61441;1385;1;20140807;1550;1148;3245
61442;8616;36;20140821;1160;76;2328
61443;5134;1;20140814;428;5;1243
61444;9524;6;20140821;1749;398;30083
61445;97;3;20140810;779;286;14982
61446;9525;6;20140821;1118;846;11637
61447;9526;35;20140821;1955;853;14731
61448;1357;3;20140821;1171;799;2134
61449;3419;3;20140809;493;85;10942
61450;1372;7;20140808;969;694;6712
61451;5231;48;20140821;265;978;5759
61452;9164;3;20140821;1587;343;8508
61453;5663;48;20140821;224;120;6985
61454;2058;3;20140807;1509;1245;5383
61455;2798;3;20140821;187;1267;11086
61456;4808;1;20140821;1633;180;15767
61457;108;3;20140821;1690;141;7362
61458;2798;3;20140821;1154;1928;1869
61459;7776;3;20140821;1484;261;4173
61460;6923;5;20140821;173;878;13771
61461;5490;5;20140821;210;1937;6277
61462;2060;48;20140821;1751;554;13674
61463;8795;5;20140821;80;1486;5209
61464;9529;5;20140807;65;1456;988
61465;684;5;20140821;633;1987;5821
61466;361;5;20140821;1674;1892;2545
61467;892;5;20140821;1049;328;3109
61468;9530;6;20140807;649;572;20870
61469;81;6;20140821;1819;1487;4059
61470;9532;1;20140810;639;1493;9220
61471;8721;12;20140821;1033;1469;5593
61472;1402;6;20140807;532;1883;6136
61473;5906;12;20140821;391;913;6299
61474;1306;6;20140821;725;838;12349
61475;9533;6;20140809;818;1998;7919
61476;6447;1;20140821;688;1773;3691
61477;9534;6;20140821;1073;456;4419
61478;1830;4;20140821;1758;1968;14153
61479;5820;6;20140821;809;1505;2585
61480;1402;4;20140821;1198;1703;2928
61481;7485;7;20140821;457;1037;8405
61482;628;6;20140821;891;1262;7451
61483;59;6;20140821;663;155;5286
61484;3271;6;20150209;1606;1321;7714
61485;6400;5;20140821;1453;1786;2159
61486;5241;6;20140821;1624;357;6071
61487;31;6;20140821;620;201;14400
61488;4909;29;20140824;674;1301;3136
61489;5710;29;20140821;5;1903;8613
61490;7871;36;20140824;1189;184;9521
61491;9536;8;20140821;614;1214;7983
61492;7067;59;20140821;1557;181;5967
61493;5993;62;20150217;1515;1346;6428
61494;7386;3;20140812;453;335;2469
61495;3748;12;20140808;1928;1975;6689
61496;9238;67;20140820;994;1419;9086
61497;8307;67;20140820;1965;1440;4154
61498;7032;67;20140821;349;1444;5215
61499;3962;67;20140821;91;926;2814
61500;8307;67;20150306;191;1587;8092
61501;3787;48;20140821;1915;1525;3382
61502;3787;5;20140821;1772;923;2678
61503;9238;67;20140820;664;1617;4375
61504;4621;67;20140821;644;1482;2056
61505;9174;67;20140821;1413;1350;2685
61506;3771;67;20140821;386;1669;4198
61507;3366;59;20140826;1566;392;3654
61508;4839;59;20140807;1495;130;1197
61509;2553;66;20140811;633;933;2601
61510;514;5;20140822;1390;283;31032
61511;6447;6;20140807;1510;303;22552
61512;1482;59;20140807;663;343;3114
61513;5152;59;20140807;73;1846;2302
61514;920;59;20140807;1694;1389;2398
61515;6288;59;20140807;316;842;1827
61516;1658;65;20140807;1633;532;2487
61517;8876;65;20140807;840;50;936
61518;8875;65;20140807;964;738;1793
61519;6539;59;20140807;1572;1860;4829
61520;8873;66;20140807;1293;1208;2045
61521;1683;6;20140827;1990;1863;9731
61522;1114;1;20140814;1727;968;7165
61523;9538;1;20140814;848;1189;9351
61524;1722;7;20140814;1245;1887;3343
61525;39;46;20140817;1293;810;4304
61526;9540;7;20140815;972;1866;5587
61527;2058;1;20140828;581;1366;5113
61528;2794;1;20140828;563;1535;5248
61529;39;3;20140828;669;440;12912
61530;9541;1;20140828;621;158;12028
61531;4808;1;20140828;1877;439;4171
61532;5877;1;20140828;1187;637;5774
61533;9511;1;20140828;232;608;9158
61534;1384;36;20140828;1286;283;2972
61535;5134;1;20140828;1563;964;1284
61536;9542;12;20140828;943;1952;32843
61537;2230;5;20140821;1404;1076;9242
61538;9543;5;20140828;206;1780;14901
61539;3370;52;20140828;298;815;1133
61540;9544;34;20140828;1248;1423;13847
61541;1357;3;20140828;1410;658;2124
61542;5860;3;20140814;233;1085;10918
61543;2548;3;20140828;1794;1212;20434
61544;9213;3;20140828;816;633;8890
61545;1139;3;20140828;1125;1033;8080
61546;19;48;20140816;1483;897;5537
61547;9467;1;20140814;881;1756;3427
61548;8401;3;20140814;89;1617;3470
61549;1357;3;20140828;1515;1285;16120
61550;5366;3;20140828;950;488;7132
61551;6258;3;20140828;1254;1192;2696
61552;9318;3;20140828;128;1845;10983
61553;80;5;20140828;1499;872;19358
61554;1306;5;20140828;1903;1732;13406
61555;987;5;20140828;848;493;6746
61556;80;5;20140828;1022;1487;7020
61557;361;5;20140829;1481;107;2357
61558;361;5;20140813;1052;1576;5264
61559;1037;5;20140828;803;1254;905
61560;1262;5;20140828;627;695;1255
61561;9545;1;20140820;1768;1976;18451
61562;161;46;20140828;1619;1503;10603
61563;5820;6;20140814;1581;1465;8947
61564;684;67;20140828;1897;1633;5160
61565;3715;68;20140904;1630;1671;8749
61566;742;6;20140815;1708;271;5746
61567;1336;6;20140828;1186;1269;2705
61568;1384;5;20140828;1280;1110;8389
61569;8255;3;20140828;668;34;16526
61570;5084;3;20140828;666;799;2282
61571;9547;6;20140828;1615;1842;3372
61572;742;6;20140828;19;994;1520
61573;411;4;20140828;1624;53;2965
61574;2967;4;20140904;237;833;1950
61575;2125;6;20140904;868;1682;9203
61576;1384;6;20140904;1646;1783;3380
61577;380;6;20140904;1612;523;2511
61578;1385;58;20140901;1761;1892;7522
61579;1385;58;20140901;839;595;6900
61580;6729;36;20140907;1694;264;5199
61581;9548;36;20140831;1962;1992;3771
61582;5382;5;20140828;1031;1049;9996
61583;6044;5;20140828;1858;1107;9532
61584;9549;36;20140828;304;1852;8340
61585;9551;12;20140828;818;282;5600
61586;4621;12;20140828;1278;1928;7271
61587;3787;67;20140828;257;929;16899
61588;9554;7;20140819;597;1353;12748
61589;6742;6;20140828;1934;730;4707
61590;3962;67;20140828;1578;156;2867
61591;6742;67;20140828;326;1597;5318
61592;7032;67;20140828;456;216;2530
61593;9174;59;20140828;1983;99;1944
61594;3771;12;20140828;183;1677;3895
61595;3366;59;20140814;779;795;3707
61596;4839;59;20140829;578;1958;1201
61597;1384;59;20140818;1674;117;2338
61598;1482;59;20140902;606;47;2771
61599;5152;59;20140902;1668;623;2372
61600;6263;59;20140901;1540;1825;2433
61601;6288;59;20140830;747;609;1897
61602;3747;65;20140814;1795;1718;2523
61603;8876;65;20140814;1818;941;773
61604;8875;65;20140814;1539;1293;1839
61605;6876;59;20140902;1364;1250;4832
61606;8873;66;20140827;1855;1788;2141
61607;7243;3;20140814;162;1479;6950
61608;5366;1;20140821;819;1583;6779
61609;9557;3;20140826;1152;105;15225
61610;8953;46;20140821;353;555;4485
61611;39;36;20140906;441;180;2293
61612;7174;34;20140822;1477;1535;5710
61613;1722;1;20140904;843;1572;5319
61614;3898;7;20140904;1111;1481;5397
61615;6291;1;20140904;114;285;11877
61616;1114;1;20140904;553;658;14579
61617;9558;1;20140904;1135;1009;9728
61618;3898;1;20140904;1084;589;3471
61619;4988;1;20140904;1369;236;3634
61620;1142;1;20140904;1265;955;3348
61621;9559;1;20140904;784;778;4583
61622;1722;1;20140821;236;760;3256
61623;5134;1;20140904;129;566;1271
61624;9560;1;20140904;791;972;29844
61625;723;5;20140823;1117;1705;9400
61626;7382;5;20140904;602;1591;14923
61627;6418;52;20140904;1853;1474;2806
61628;1388;34;20140824;396;102;11488
61629;1357;3;20140904;1174;767;2070
61630;6496;46;20140821;672;1142;5270
61631;5366;3;20140904;476;722;9838
61632;9561;3;20140821;798;1166;7868
61633;6935;3;20140904;1348;614;8732
61634;19;3;20140824;696;1072;5241
61635;1698;3;20140904;735;1495;11009
61636;1408;46;20140904;1753;939;15884
61637;2058;3;20140904;728;582;8914
61638;6258;3;20140904;502;1220;8061
61639;2548;3;20140904;1409;1953;1948
61640;361;5;20140904;1865;892;2168
61641;9562;3;20140821;1289;1652;780
61642;2011;5;20140904;1741;1024;9353
61643;892;5;20140904;240;1360;2697
61644;927;7;20140904;1918;1587;4159
61645;1037;5;20140904;151;1595;11847
61646;1384;6;20140821;786;1972;13881
61647;81;6;20140904;525;502;5244
61648;742;6;20140904;910;1882;10923
61649;6091;6;20140910;230;875;4830
61650;1585;6;20140904;1746;1100;3202
61651;6037;6;20140906;61;1952;14230
61652;248;7;20140911;1687;192;5568
61653;1585;6;20140904;173;104;7798
61654;1336;6;20140904;1526;1513;19100
61655;9565;1;20140904;546;832;7055
61656;694;6;20140904;1865;1243;5338
61657;2563;6;20140904;480;596;3295
61658;2629;4;20140904;775;820;3875
61659;8059;4;20140904;390;379;1939
61660;3271;6;20140904;1697;1901;10949
61661;380;1;20140904;753;1628;2749
61662;5266;6;20140904;602;1067;5789
61663;1385;7;20140904;591;239;13803
61664;6045;20;20140828;183;1607;10497
61665;4307;7;20140904;1533;8;10688
61666;7327;29;20140904;1143;1241;10015
61667;4515;5;20140826;68;217;8151
61668;9567;8;20140919;1151;648;1656
61669;3962;3;20140917;384;1289;2802
61670;5862;7;20140822;910;44;3098
61671;9207;67;20140823;5;385;8189
61672;9569;67;20140822;1297;1347;6775
61673;9553;67;20140825;840;605;5078
61674;3771;67;20140904;783;920;3693
61675;9571;67;20140911;1662;1291;4946
61676;5504;67;20140904;449;1954;4029
61677;6742;3;20140904;1794;1920;2440
61678;4621;67;20140904;1544;482;1641
61679;8307;67;20140904;1212;401;3823
61680;3366;59;20140909;1134;901;3594
61681;4839;59;20140910;222;260;991
61682;5800;59;20140825;78;92;2625
61683;2553;59;20140821;1762;1831;25966
61684;9572;11;20140908;1984;1604;3389
61685;6447;59;20140909;1744;198;6243
61686;7136;59;20140907;1238;1827;3142
61687;5152;59;20140910;1241;430;2352
61688;8939;59;20140910;436;1995;2547
61689;6288;59;20140906;970;1246;2309
61690;1658;65;20140821;1461;1512;2525
61691;8875;65;20140821;1967;1026;1992
61692;8876;65;20140821;1781;707;1380
61693;6876;59;20140903;1944;248;4760
61694;6263;66;20140903;1586;1415;2381
61695;8873;66;20140903;1100;1619;2006
61696;2794;1;20140902;1877;1007;22902
61697;7328;1;20140828;1605;166;7442
61698;6001;46;20140829;1543;1860;9104
61699;763;3;20140911;726;999;4491
61700;9573;1;20140914;441;250;5515
61701;39;1;20140911;472;1462;5848
61702;1683;1;20140911;1737;523;5435
61703;9574;1;20140911;1199;1927;13629
61704;9575;1;20140911;448;1234;10204
61705;514;1;20140911;1653;437;10047
61706;3898;1;20140911;1915;1466;10521
61707;154;1;20140911;1639;241;3280
61708;1722;7;20140828;405;1180;3318
61709;1311;1;20140911;1198;556;2390
61710;9576;7;20140911;501;1972;28781
61711;9577;5;20140901;847;1096;9370
61712;434;52;20140915;1271;1008;15071
61713;8226;34;20140903;408;1168;13849
61714;6193;36;20140913;377;649;15342
61715;1357;3;20140911;347;956;2135
61716;6193;36;20140911;663;750;5325
61717;263;3;20140911;1188;313;10303
61718;9578;48;20140828;1246;740;6927
61719;6211;5;20140911;402;1263;10841
61720;1283;3;20140830;786;1475;8532
61721;9467;3;20140828;1632;296;3513
61722;8401;3;20140828;119;372;3464
61723;108;3;20140911;645;1976;1843
61724;43;3;20140911;341;403;3915
61725;22;3;20140911;1695;774;3365
61726;6197;1;20140911;1579;1933;10505
61727;1262;48;20140831;1168;986;14526
61728;127;1;20140827;1530;1971;3166
61729;9014;46;20140911;930;99;5643
61730;79;12;20140911;1006;973;12761
61731;361;5;20140911;1763;547;2211
61732;927;5;20140828;822;489;557
61733;9579;6;20140911;1831;986;7313
61734;161;6;20140911;863;1641;13024
61735;9580;6;20141007;1304;1461;17168
61736;2477;6;20140911;611;240;6819
61737;4334;6;20140911;1544;1964;8778
61738;6447;59;20140913;1364;936;8875
61739;6900;6;20140911;377;1807;9735
61740;886;6;20140828;1468;1886;5047
61741;6091;7;20140911;527;1525;2727
61742;5986;1;20140911;379;404;20356
61743;8863;1;20140911;1747;155;15459
61744;6037;6;20140911;458;48;2781
61745;742;6;20140911;1852;446;1579
61746;248;4;20140911;1462;209;3409
61747;6419;5;20140911;1947;1524;8068
61748;2793;59;20140911;1530;1080;7585
61749;8017;4;20140911;1124;1610;1439
61750;1039;7;20140911;1564;1305;2737
61751;7798;7;20140911;1630;1363;3619
61752;1385;7;20140829;644;1750;13913
61753;9582;29;20140911;1094;41;8491
61754;8687;36;20140911;582;1138;4468
61755;8687;36;20140911;768;826;8571
61756;5710;7;20140911;809;439;3302
61757;9583;7;20140911;1317;862;10235
61758;3962;48;20140911;106;1638;2538
61759;9584;59;20140829;1541;1617;7735
61760;9207;67;20140828;585;582;2970
61761;4621;1;20140911;1404;1253;6793
61762;9238;67;20140911;144;1178;2157
61763;7386;20;20140911;1548;1058;2053
61764;3366;59;20140916;544;730;3756
61765;4839;59;20140914;1033;594;967
61766;6263;59;20140901;934;1858;2102
61767;4145;66;20140917;1193;661;36107
61768;7136;59;20140914;936;1738;3173
61769;5800;11;20140828;1890;1573;25801
61770;5152;59;20140915;784;984;2311
61771;7595;59;20140916;1375;1988;2300
61772;6288;59;20140913;1596;1444;2132
61773;8876;65;20140828;1332;1134;828
61774;8875;65;20140828;1908;707;1770
61775;3747;65;20140828;915;130;2402
61776;8874;65;20140828;519;111;6682
61777;6539;59;20140910;1651;1923;4993
61778;8873;66;20140910;894;1383;2082
61779;9586;36;20140901;1920;1913;9203
61780;6290;3;20140901;1102;1894;2942
61781;6496;1;20140906;1136;1870;8141
61782;7579;1;20140918;1026;1051;11834
61783;1549;1;20140904;766;191;1128
61784;2727;1;20140907;1891;563;16369
61785;6229;3;20140918;1544;607;6788
61786;4988;1;20140918;1472;30;3324
61787;9589;48;20140905;332;1377;5398
61788;7328;1;20140918;394;250;5416
61789;1722;1;20140918;1920;118;5320
61790;514;1;20140918;1109;1101;8652
61791;1311;1;20140918;1577;1487;9676
61792;1385;1;20140904;951;885;3420
61793;5691;1;20140918;339;1891;2347
61794;5134;1;20140918;1051;1826;1322
61795;8616;7;20140918;1465;324;31850
61796;4968;5;20140918;1820;1907;9746
61797;2671;7;20140918;1033;997;15801
61798;108;35;20140918;961;959;3748
61799;1336;35;20140918;1962;1083;9762
61800;1357;3;20140918;1186;1720;2121
61801;22;3;20140905;1087;965;10520
61802;22;3;20140918;201;1054;16687
61803;154;1;20140918;1651;1177;9884
61804;9591;3;20140918;969;1129;5464
61805;5366;1;20140904;1943;1466;4940
61806;1179;3;20140918;786;1539;10562
61807;1139;3;20140918;1883;586;9031
61808;9213;3;20140918;387;985;9013
61809;9422;3;20140918;1972;1557;3190
61810;3655;3;20140918;1665;852;7206
61811;2058;3;20140918;615;1540;9683
61812;9594;3;20140918;1841;50;9112
61813;22;3;20140918;170;534;2539
61814;9213;3;20140918;703;283;6023
61815;7474;3;20140918;1202;686;1356
61816;1372;3;20140918;960;1446;2907
61817;2058;3;20140918;642;24;6399
61818;9086;5;20140918;1030;1302;12862
61819;8235;5;20140918;465;408;16467
61820;684;5;20140918;740;93;11086
61821;361;20;20140918;1154;1957;11127
61822;9595;7;20140909;1098;652;791
61823;361;5;20140918;259;805;2355
61824;1037;5;20140918;782;1689;2409
61825;2297;5;20141031;1007;939;3083
61826;3615;7;20140905;411;1517;4929
61827;3577;1;20140918;1058;1371;10410
61828;6400;36;20140918;1343;407;5450
61829;9596;6;20140918;1823;542;16112
61830;886;1;20140904;1127;1289;14110
61831;742;6;20140918;47;1277;7261
61832;7502;6;20140918;191;1398;5897
61833;1549;6;20140904;1839;1898;6041
61834;5820;6;20140918;790;853;8192
61835;9597;4;20140918;1651;1909;11852
61836;1830;6;20140918;216;1344;2906
61837;3271;6;20140918;1938;1217;8482
61838;1336;6;20140918;1506;650;5693
61839;6447;46;20140918;202;1129;3693
61840;81;1;20140918;899;56;12298
61841;249;6;20140918;1297;1377;2604
61842;1402;6;20140918;756;913;3119
61843;6400;12;20140918;1146;1893;1438
61844;1336;6;20140918;153;1987;2103
61845;380;6;20140918;635;1265;2802
61846;1385;1;20141001;224;832;9746
61847;9446;20;20140905;564;1183;12598
61848;1698;29;20140918;669;1891;9524
61849;7327;36;20140920;34;1399;7255
61850;5125;36;20141008;1644;192;3888
61851;9598;36;20140918;666;65;2437
61852;7249;62;20150217;1535;1981;5817
61853;9599;67;20140905;1515;799;15332
61854;6742;6;20140918;1143;571;4432
61855;9600;67;20140904;1286;1582;12029
61856;7386;67;20140918;1127;1229;2569
61857;9174;1;20140918;215;163;2143
61858;6742;67;20140918;1758;561;1175
61859;3962;67;20140918;828;1375;2754
61860;3771;67;20140918;318;15;3328
61861;9238;67;20140918;1016;1513;5463
61862;3366;59;20140923;1883;788;3706
